"id","ident","type","name","latitude_deg","longitude_deg","elevation_ft","continent","iso_country","iso_region","municipality","scheduled_service","gps_code","iata_code","local_code","home_link","wikipedia_link","keywords"
7122,"0CD5","small_airport","Pinon Canyon Airport",37.4905014038,-104.143997192,5686,"NA","US","US-CO","Trinidad","no","0CD5",,"0CD5",,,
7123,"0CD6","heliport","Exempla Good Samaritan Heliport",39.971698761,-105.084999084,5204,"NA","US","US-CO","Lafayette","no","0CD6",,"0CD6",,,
7124,"0CD7","small_airport","Fox Hole Airport",40.004699707,-105.071998596,5135,"NA","US","US-CO","Lafayette","no","0CD7",,"0CD7",,,
7125,"0CD8","heliport","Prowers Medical Center Heliport",38.0710983276,-102.60900116,3575,"NA","US","US-CO","Lamar","no","0CD8",,"0CD8",,,
7126,"0CD9","heliport","Swedish S.W. Medical Heliport",39.603099823,-105.091003418,5563,"NA","US","US-CO","Littleton","no","0CD9",,"0CD9",,,
7127,"0CL0","small_airport","Yosemite Hidden Lake Ranch Airport",37.1180000305,-119.913002014,500,"NA","US","US-CA","Raymond","no","0CL0",,"0CL0",,,
7128,"0CL1","small_airport","Krey Field Airport",34.5694007874,-117.555999756,3042,"NA","US","US-CA","Adelanto","no","0CL1",,"0CL1",,,
7129,"0CL2","heliport","Parking Lot Heliport",32.5938987732,-117.084999084,,"NA","US","US-CA","Chula Vista","no","0CL2",,"0CL2",,,
7130,"0CL3","small_airport","John Nichol's Field Airport",32.6330986023,-116.892997742,490,"NA","US","US-CA","Chula Vista","no","0CL3",,"0CL3",,,
7131,"0CL4","heliport","Glen Fed Heliport",34.1571998596,-118.254997253,770,"NA","US","US-CA","Glendale","no","0CL4",,"0CL4",,,
7132,"0CL5","heliport","The Atrium Heliport",33.6706008911,-117.858001709,46,"NA","US","US-CA","Irvine","no","0CL5",,"0CL5",,,
7133,"0CL6","small_airport","Bohunk's Airpark",34.6946983337,-118.282997131,2410,"NA","US","US-CA","Lancaster","no","0CL6",,"0CL6",,,
7134,"0CL7","heliport","Good Samaritan Hospital Heliport",34.0545005798,-118.26499939,473,"NA","US","US-CA","Los Angeles","no","0CL7",,"0CL7",,,
7135,"0CL8","small_airport","Tera Ultralightport",35.5913009644,-117.634002686,2510,"NA","US","US-CA","Ridgecrest","no","0CL8",,"0CL8",,,
7136,"0CL9","heliport","Sce San Jacinto Valley Service Center Heliport",33.7411003113,-117.151000977,1482,"NA","US","US-CA","Romoland","no","0CL9",,"0CL9",,,
7137,"0CO0","heliport","Longmont United Hospital Heliport",40.1789016724,-105.125999451,5047,"NA","US","US-CO","Longmont","no","0CO0",,"0CO0",,,
7138,"0CO1","small_airport","Dave's Airport",40.0332984924,-105.124000549,5170,"NA","US","US-CO","Louisville","no","0CO1",,"0CO1",,,
7139,"0CO2","small_airport","Buckhorn Ranch Airport",38.8518981934,-106.93282,8980,"NA","US","US-CO","Crested Butte","no","0CO2","CSE","0CO2",,,
7140,"0CO3","small_airport","Greggs Nr 1 Airport",39.8894004822,-104.544998169,5373,"NA","US","US-CO","Bennett","no","0CO3",,"0CO3",,,
7141,"0CO4","heliport","Geo-Seis Helicopters Heliport",40.5899009705,-105.04599762,4935,"NA","US","US-CO","Fort Collins","no","0CO4",,"0CO4",,,
7142,"0CO5","small_airport","Chenoweth Airport",39.8333015442,-103.589996338,4697,"NA","US","US-CO","Last Chance","no","0CO5",,"0CO5",,,
7143,"0CO6","small_airport","Flying M & M Ranch Airport",38.2193984985,-108.212997437,8000,"NA","US","US-CO","Norwood","no","0CO6",,"0CO6",,,
7144,"0CO7","heliport","Century Helicopters Heliport",40.5854988098,-105.040000916,4935,"NA","US","US-CO","Fort Collins","no","0CO7",,"0CO7",,,
7145,"0CO8","small_airport","Cartwheel Airport",40.2083015442,-105.013000488,5010,"NA","US","US-CO","Mead","no","0CO8",,"0CO8",,,
7146,"0CO9","small_airport","Van Treese Airport",37.6582984924,-106.033996582,7613,"NA","US","US-CO","Monte Vista","no","0CO9",,"0CO9",,,
7147,"0CT0","heliport","Sharon Hospital Heliport",41.8811988831,-73.4810028076,640,"NA","US","US-CT","Sharon","no","0CT0",,"0CT0",,,
7148,"0CT1","heliport","Bristol-Myers Squibb Company Heliport",41.4847984313965,-72.7562026977539,350,"NA","US","US-CT","Wallingford","no","0CT1",,"0CT1",,,
7149,"0CT2","heliport","Windham Hospital Heliport",41.7169990539551,-72.2258987426758,330,"NA","US","US-CT","Willimantic","no","0CT2",,"0CT2",,,
7150,"0CT3","heliport","N B G H Heliport",41.6615982055664,-72.7879028320312,431,"NA","US","US-CT","New Britain","no","0CT3",,"0CT3",,,
7151,"0CT4","heliport","Burke Heliport",41.5061988830566,-72.9397964477539,400,"NA","US","US-CT","Prospect","no","0CT4",,"0CT4",,,
7152,"0CT5","heliport","St Francis Hospital Heliport",41.7745018005371,-72.6989974975586,184,"NA","US","US-CT","Hartford","no","0CT5",,"0CT5",,,
7153,"0CT6","heliport","Middletown Heliport",41.5968017578125,-72.7044982910156,113,"NA","US","US-CT","Middletown","no","0CT6",,"0CT6",,,
7154,"0CT7","heliport","Bridgeport Hospital Heliport",41.1884002685547,-73.1661987304688,80,"NA","US","US-CT","Bridgeport","no","0CT7",,"0CT7",,,
7155,"0CT8","heliport","Danbury Hospital Heliport",41.4056015014648,-73.4447021484375,510,"NA","US","US-CT","Danbury","no","0CT8",,"0CT8",,,
7156,"0CT9","heliport","Hartford Hospital Heliport",41.7545013427734,-72.6787033081055,211,"NA","US","US-CT","Hartford","no","0CT9",,"0CT9",,,
7157,"0D6","small_airport","Wilber Municipal Airport",40.4749984741211,-96.9878005981445,1400,"NA","US","US-NE","Wilber","no","0D6",,"0D6",,,
7158,"0D7","small_airport","Ada Airport",40.790599822998,-83.8291015625,949,"NA","US","US-OH","Ada","no","0D7",,"0D7",,,
7159,"0E9","small_airport","Corydon Airport",40.7545013427734,-93.2413024902344,1020,"NA","US","US-IA","Corydon","no","0E9",,"0E9",,,
7160,"0FA0","heliport","Doral Resort & Country Club Heliport",25.8129005432129,-80.3388977050781,6,"NA","US","US-FL","Miami","no","0FA0",,"0FA0",,,
7161,"0FA1","small_airport","Frierson Grove Airport",27.3038997650146,-81.8804016113281,65,"NA","US","US-FL","Arcadia","no","0FA1",,"0FA1",,,
45349,"0FA2","heliport","Doctors Memorial Hospital #2 Heliport",30.119753,-83.592732,57,"NA","US","US-FL","Perry","no","0FA2",,"0FA2",,,
7162,"0FD0","small_airport","Big 'G' Airport",29.2674999237061,-81.2301025390625,40,"NA","US","US-FL","Ormond Beach","no","0FD0",,"0FD0",,,
7163,"0FD1","heliport","Panhandle Helicopter Llc Heliport",30.214099884,-85.8722000122,20,"NA","US","US-FL","Panama City Beach","no","0FD1",,"0FD1",,,
7164,"0FD2","heliport","Dolphin Stadium Heliport",25.9599926383,-80.2370025963,8,"NA","US","US-FL","Miami","no","0FD2",,"0FD2",,,
7165,"0FD3","small_airport","Dugger Field",30.4964008331299,-86.0938034057617,70,"NA","US","US-FL","Freeport","no","0FD3",,"0FD3",,,
7166,"0FD4","heliport","Cloverleaf Farms Ii Inc. Heliport",29.3614006042,-82.2081985474,100,"NA","US","US-FL","Reddick","no","0FD4",,"0FD4",,,
7167,"0FD5","small_airport","Breezy Knoll Airport",30.8201999664307,-86.3443984985352,235,"NA","US","US-FL","Defuniak Springs","no","0FD5",,"0FD5",,,
7168,"0FD6","seaplane_base","Fulton Seaplane Base",27.9074993133545,-80.4863967895508,,"NA","US","US-FL","Sebastian","no","0FD6",,"0FD6",,,
7169,"0FD9","small_airport","Joy Farms Airport",30.652099609375,-86.1093978881836,290,"NA","US","US-FL","Defuniak Springs","no","0FD9",,"0FD9",,,
7170,"0FL0","small_airport","Harper's Fly-In Ranch Airport",26.7306003570557,-81.1639022827148,30,"NA","US","US-FL","Clewiston","no","0FL0",,"0FL0",,,
7171,"0FL1","small_airport","Thompson Airfield",29.9832992553711,-82.8356018066406,110,"NA","US","US-FL","Branford","no","0FL1",,"0FL1",,,
7172,"0FL2","seaplane_base","Alligator Drink Seaplane Base",28.7877998352051,-81.1641998291016,19,"NA","US","US-FL","Geneva","no","0FL2",,"0FL2",,,
7173,"0FL3","heliport","Old Town Ems Heliport",29.6028003692627,-82.9816970825195,25,"NA","US","US-FL","Old Town","no","0FL3",,"0FL3",,,
7174,"0FL4","heliport","Jackson Heliport",30.7049999237061,-85.378303527832,110,"NA","US","US-FL","Alford","no","0FL4",,"0FL4",,,
7175,"0FL5","seaplane_base","Lake Conway South Seaplane Base",28.4585990905762,-81.3497009277344,80,"NA","US","US-FL","Belle Isle","no","0FL5",,"0FL5",,,
7176,"0FL6","small_airport","Stanchester Airport",27.8059005737305,-82.1400985717773,94,"NA","US","US-FL","Lithia","no","0FL6",,"0FL6",,,
7177,"0FL7","heliport","Wcpx Tv-6 Heliport",28.6103000640869,-81.4194030761719,114,"NA","US","US-FL","Orlando","no","0FL7",,"0FL7",,,
7178,"0FL8","seaplane_base","Gary Gale Seaplane Base",30.1938991546631,-81.6819000244141,,"NA","US","US-FL","Jacksonville","no","0FL8",,"0FL8",,,
7179,"0FL9","small_airport","Mc Daniel Ranch Inc. Airport",26.3938999176,-81.0231018066,18,"NA","US","US-FL","Clewiston","no","0FL9",,"0FL9",,,
7180,"0G0","small_airport","North Buffalo Suburban Airport",43.103199005127,-78.7033004760742,588,"NA","US","US-NY","Lockport","no","0G0",,"0G0",,,
7181,"0G5","seaplane_base","Grand Marais/Cook County Seaplane Base",47.8263,-90.3835,1635,"NA","US","US-MN","Grand Marais","no","0G5",,"0G5","http://www.boreal.org/airport/","http://en.wikipedia.org/wiki/Grand_Marais/Cook_County_Seaplane_Base","Devil Track Resort"
7182,"0GA0","small_airport","Halls Flying Ranch Airport",33.356201171875,-84.3671035766602,800,"NA","US","US-GA","Hampton","no","0GA0",,"0GA0",,,
7183,"0GA1","small_airport","Mustang Field",34.4779014587402,-82.897102355957,693,"NA","US","US-GA","Hartwell","no","0GA1",,"0GA1",,,
7184,"0GA2","small_airport","Airnautique, Inc. Airport",34.3778991699219,-82.9457015991211,720,"NA","US","US-GA","Hartwell","no","0GA2",,"0GA2",,,
7185,"0GA3","small_airport","Ayresouth Airport",33.7700996398926,-85.0607986450195,1287,"NA","US","US-GA","Temple","no","0GA3",,"0GA3",,,
7186,"0GA4","small_airport","Paradise Falls Airport",33.8129005432129,-83.5056991577148,736,"NA","US","US-GA","High Shoals","no","0GA4",,"0GA4",,,
7187,"0GA5","heliport","Big Canoe Heliport",34.4547996520996,-84.2891006469727,1475,"NA","US","US-GA","Jasper","no","0GA5",,"0GA5",,,
7188,"0GA6","small_airport","Sunset Strip",33.7333984375,-83.8188018798828,780,"NA","US","US-GA","Jersey","no","0GA6",,"0GA6",,,
7189,"0GA7","small_airport","Hickory Level Airfield",33.6833992004395,-84.9999008178711,1080,"NA","US","US-GA","Temple","no","0GA7",,"0GA7",,,
7190,"0GA8","small_airport","Paso Fino Farm Airport",30.8871002197266,-83.4160003662109,200,"NA","US","US-GA","Valdosta","no","0GA8",,"0GA8",,,
7191,"0GA9","small_airport","Roberta Industrial Park Airport",32.7139015197754,-84.0274963378906,505,"NA","US","US-GA","Roberta","no","0GA9",,"0GA9",,,
7192,"0GE0","small_airport","Pinewood Airport",33.7821006774902,-84.8007965087891,1085,"NA","US","US-GA","Douglasville","no","0GE0",,"0GE0",,,
7193,"0GE1","small_airport","Crystal Lake Airpark",31.6655006408691,-83.4470977783203,327,"NA","US","US-GA","Irwinville","no","0GE1",,"0GE1",,,
7194,"0GE3","small_airport","Lookout Mountain Airport",34.9047012329102,-85.4597015380859,563,"NA","US","US-GA","Trenton","no","0GE3",,"0GE3",,,
7195,"0GE4","small_airport","Pecan Patch Airstrip",33.3314018249512,-84.2667007446289,860,"NA","US","US-GA","Sunnyside","no","0GE4",,"0GE4",,,
7196,"0GE5","small_airport","Mountain Airpark",34.5617980957031,-83.7135009765625,1438,"NA","US","US-GA","Cleveland","no","0GE5",,"0GE5",,,
7197,"0GE7","small_airport","Carpenter Airport",33.5203018188477,-82.3724975585938,450,"NA","US","US-GA","Appling","no","0GE7",,"0GE7",,,
7198,"0GE9","small_airport","Pegasus Ranch Airport",32.6939010620117,-81.7985992431641,230,"NA","US","US-GA","Rocky Ford","no","0GE9",,"0GE9",,,
7199,"0H7","small_airport","Kahoka Municipal Airport",40.4216003417969,-91.706298828125,700,"NA","US","US-MO","Kahoka","no","0H7",,"0H7",,,
7200,"0I2","small_airport","Brazil Clay County Airport",39.4766998291016,-87.0997009277344,645,"NA","US","US-IN","Brazil","no","0I2",,"0I2",,,
7201,"0IA0","heliport","Knoxville Area Community Hospital Heliport",41.3168983459473,-93.0960006713867,927,"NA","US","US-IA","Knoxville","no","0IA0",,"0IA0",,,
7202,"0IA1","heliport","St Anthony Regional Hospital Heliport",42.0583000183105,-94.8683013916016,1300,"NA","US","US-IA","Carroll","no","0IA1",,"0IA1",,,
7203,"0IA2","heliport","Audubon County Memorial Hospital Heliport",41.7154998779297,-94.9385986328125,1320,"NA","US","US-IA","Audubon","no","0IA2",,"0IA2",,,
7204,"0IA3","small_airport","Hawkeye Airport",42.434700012207,-92.3280029296875,883,"NA","US","US-IA","Waterloo","no","0IA3",,"0IA3",,,
7205,"0IA4","small_airport","Sharar Field",41.0334014892578,-91.0501022338867,700,"NA","US","US-IA","Mediapolis","no","0IA4",,"0IA4",,,
7206,"0IA5","small_airport","Moore Private Airport",40.872200012207,-93.2627029418945,1060,"NA","US","US-IA","Millerton","no","0IA5",,"0IA5",,,
7207,"0IA6","small_airport","Rinehart Airport",41.6596984863281,-92.2899017333984,920,"NA","US","US-IA","Victor","no","0IA6",,"0IA6",,,
7208,"0IA7","heliport","Cromwell Heliport",41.0388984680176,-94.4669036865234,1300,"NA","US","US-IA","Cromwell","no","0IA7",,"0IA7",,,
7209,"0IA8","small_airport","Hannen Airport",42.2280006408691,-91.7509994506836,925,"NA","US","US-IA","Center Point","no","0IA8",,"0IA8",,,
7210,"0IA9","heliport","Army Reserve Heliport",40.8334007263184,-91.3001022338867,725,"NA","US","US-IA","Middleton","no","0IA9",,"0IA9",,,
7211,"0ID0","small_airport","South Fork Ranch Airport",43.6063995361328,-115.107002258301,4861,"NA","US","US-ID","Featherville","no","0ID0",,"0ID0",,,
7212,"0ID1","small_airport","Ziggy's Airport",42.6412010192871,-114.605003356934,3225,"NA","US","US-ID","Filer","no","0ID1",,"0ID1",,,
7213,"0ID2","small_airport","Flying Joseph Ranch Airport",44.4429016113,-113.773002625,5600,"NA","US","US-ID","May","no","0ID2",,"0ID2",,,
7214,"0ID3","small_airport","Coyote Run Airport",43.0758018493652,-115.672996520996,3150,"NA","US","US-ID","Mountain Home","no","0ID3",,"0ID3",,,
7215,"0ID4","small_airport","Black Butte Ranch Airport",43.0476989746094,-114.470001220703,4020,"NA","US","US-ID","Shoshone","no","0ID4",,"0ID4",,,
7216,"0ID5","small_airport","Ez Lope Ranch Airport",43.0531005859375,-116.46199798584,3130,"NA","US","US-ID","Oreana","no","0ID5",,"0ID5",,,
7217,"0ID6","heliport","Steele Memorial Heliport",45.173900604248,-113.890998840332,4004,"NA","US","US-ID","Salmon","no","0ID6",,"0ID6",,,
45394,"0ID7","small_airport","Z X Ranch Airport",43.230308,-116.763192,3820,"NA","US","US-ID","Murphy","no","0ID7",,"0ID7",,,
45387,"0ID8","small_airport","Pinnacle Airport",45.775197,-116.178475,3800,"NA","US","US-ID","Grangeville","no","0ID8",,"0ID8",,,
7218,"0II0","small_airport","Chuck's Airport",40.2599983215332,-85.253303527832,955,"NA","US","US-IN","Albany","no","0II0",,"0II0",,,
7219,"0II1","small_airport","Unsicker Airport",40.4281005859375,-86.1532974243164,816,"NA","US","US-IN","Bremen","no","0II1",,"0II1",,,
7220,"0II2","small_airport","Creighton Airport",41.4572982788086,-86.124397277832,820,"NA","US","US-IN","Bremen","no","0II2",,"0II2",,,
7221,"0II3","small_airport","Miller Strip",40.627799987793,-86.0378036499023,810,"NA","US","US-IN","Bunker Hill","no","0II3",,"0II3",,,
7222,"0II5","small_airport","Marshall Field",40.6595001220703,-86.8572006225586,705,"NA","US","US-IN","Chalmers","no","0II5",,"0II5",,,
7223,"0II6","small_airport","Kropf Airport",41.6431007385254,-85.8296966552734,810,"NA","US","US-IN","Goshen","no","0II6",,"0II6",,,
7224,"0II7","small_airport","Frost Field",39.7956008911133,-85.7861022949219,900,"NA","US","US-IN","Greenfield","no","0II7",,"0II7",,,
7225,"0II8","small_airport","Sutton's Field",41.3247985839844,-87.4758987426758,740,"NA","US","US-IN","Lowell","no","0II8",,"0II8",,,
7226,"0II9","small_airport","Winters Airport",39.5341987609863,-86.5772018432617,755,"NA","US","US-IN","Hall","no","0II9",,"0II9",,,
7227,"0IL0","heliport","Hamilton Memorial Hospital Heliport",38.0867004394531,-88.5389022827148,440,"NA","US","US-IL","Mc Leansboro","no","0IL0",,"0IL0",,,
7228,"0IL1","heliport","Loyola University Medical Center Heliport",41.8609008789062,-87.8364028930664,623,"NA","US","US-IL","Broadview","no","0IL1",,"0IL1",,,
45950,"0IL2","small_airport","Griffin Airport",38.803056,-88.997778,541,"NA","US","US-IL","Alma","no","0IL2",,"0IL2",,,
7229,"0IL3","small_airport","Flying B Ranch Airport",40.1570014953613,-87.6744995117188,696,"NA","US","US-IL","Danville","no","0IL3",,"0IL3",,,
7230,"0IL4","heliport","Good Samaritan Hospital Heliport",41.8189010620117,-88.0077972412109,772,"NA","US","US-IL","Downers Grove","no","0IL4",,"0IL4",,,
7231,"0IL6","heliport","Kishwaukee Community Hospital Heliport",41.9631004333,-88.717300415,852,"NA","US","US-IL","De Kalb","no","0IL6",,"0IL6",,,
7232,"0IL8","small_airport","Walter Airport",41.872501373291,-88.7237014770508,890,"NA","US","US-IL","De Kalb","no","0IL8",,"0IL8",,,
7233,"0IL9","small_airport","Jack W. Watson Airport",41.8548011779785,-88.7873001098633,880,"NA","US","US-IL","De Kalb","no","0IL9",,"0IL9",,,
7234,"0IN1","small_airport","Snider Field",38.5,-87.5959014892578,400,"NA","US","US-IN","Decker","no","0IN1",,"0IN1",,,
7235,"0IN2","small_airport","The Lazy K Airport",40.8278007507324,-85.0860977172852,835,"NA","US","US-IN","Tocsin","no","0IN2",,"0IN2",,,
7236,"0IN3","small_airport","Graves Landing Strip",41.11669921875,-86.6667022705078,704,"NA","US","US-IN","Winamac","no","0IN3",,"0IN3",,,
7237,"0IN4","small_airport","Air Park Field",41.127799987793,-84.9471969604492,750,"NA","US","US-IN","Woodburn","no","0IN4",,"0IN4",,,
7238,"0IN5","small_airport","Byrne Field",38.3289985656738,-86.0335998535156,800,"NA","US","US-IN","Byrneville","no","0IN5",,"0IN5",,,
7239,"0IN7","heliport","Roto-Whirl/Holiday Heliport",39.9225006103516,-86.2260971069336,875,"NA","US","US-IN","Indianapolis","no","0IN7",,"0IN7",,,
7240,"0IN8","heliport","Roto-Whirl/Vantage Heliport",39.8372993469238,-86.1185989379883,726,"NA","US","US-IN","Indianapolis","no","0IN8",,"0IN8",,,
7241,"0IN9","small_airport","Parrish Airport",37.9930992126465,-87.9514007568359,390,"NA","US","US-IN","Mount Vernon","no","0IN9",,"0IN9",,,
7242,"0IS0","heliport","Trinity Medical Center West Heliport",41.4810981750488,-90.571403503418,664,"NA","US","US-IL","Rock Island","no","0IS0",,"0IS0",,,
7243,"0IS2","heliport","Evanston/Glenbrook Heliport",42.0931015014648,-87.8526000976562,678,"NA","US","US-IL","Glenview","no","0IS2",,"0IS2",,,
7244,"0IS3","small_airport","Cady Aerial RLA Restricted Landing Area",41.6608009338,-89.6936035156,630,"NA","US","US-IL","Deer Grove","no","0IS3",,"0IS3",,,
7245,"0IS4","small_airport","Dawson Farms Airport",39.7625007629395,-88.671501159668,670,"NA","US","US-IL","Lovington","no","0IS4",,"0IS4",,,
7246,"0IS6","heliport","Dongola Heliport",37.3656005859375,-89.1635971069336,383,"NA","US","US-IL","Dongola","no","0IS6",,"0IS6",,,
7247,"0IS8","heliport","Blessing Hospital At 11th St Heliport",39.9364013672,-91.3990020752,650,"NA","US","US-IL","Quincy","no","0IS8",,"0IS8",,,
7248,"0IS9","heliport","Bernardin Heliport",41.7084007263184,-89.2029037475586,830,"NA","US","US-IL","West Brooklyn","no","0IS9",,"0IS9",,,
7249,"0J0","small_airport","Abbeville Municipal Airport",31.6002006530762,-85.2388000488281,468,"NA","US","US-AL","Abbeville","no","0J0",,"0J0",,,
7250,"0J8","small_airport","Flying Ten Airport",29.6180000305176,-82.5086975097656,85,"NA","US","US-FL","Archer","no","0J8",,"0J8",,,
7251,"0K6","small_airport","Dobie's Airport",36.1599006652832,-95.5802001953125,610,"NA","US","US-OK","Inola","no","0K6",,"0K6",,,
7252,"0KS0","small_airport","J V Ranch Airport",38.63330078125,-95.9253005981445,1180,"NA","US","US-KS","Osage City","no","0KS0",,"0KS0",,,
7253,"0KS2","small_airport","Kellie Mann Airfield",38.560001373291,-95.3090972900391,1045,"NA","US","US-KS","Ottawa","no","0KS2",,"0KS2",,,
7254,"0KS3","small_airport","Camp Chippewa Airport",38.5666999816895,-95.3668975830078,1120,"NA","US","US-KS","Ottawa","no","0KS3",,"0KS3",,,
7255,"0KS4","small_airport","Norris Airport",38.807239,-95.370056,1065,"NA","US","US-KS","Lawrence","no","0KS4",,"0KS4",,,
7256,"0KS6","small_airport","Kendrigan Airport",37.4522018432617,-97.3178024291992,1240,"NA","US","US-KS","Peck","no","0KS6",,"0KS6",,,
7257,"0KS7","small_airport","Mono Aircraft Airport",37.692798614502,-97.8863983154297,1450,"NA","US","US-KS","Cheney","no","0KS7",,"0KS7",,,
7258,"0KS8","small_airport","Pearce Field",37.3824996948242,-95.3747024536133,950,"NA","US","US-KS","Parsons","no","0KS8",,"0KS8",,,
7259,"0KS9","small_airport","Lmn 120 Airport",37.5158996582031,-96.9197998046875,1330,"NA","US","US-KS","Douglas","no","0KS9",,"0KS9",,,
7260,"0KY0","small_airport","Owen Air Park",38.6227989196777,-84.7789001464844,890,"NA","US","US-KY","Owenton","no","0KY0",,"0KY0",,,
7261,"0KY1","small_airport","Arnemann Farms Airport",36.7655982971191,-86.6183013916016,504,"NA","US","US-KY","Franklin","no","0KY1",,"0KY1",,,
7262,"0KY2","heliport","Mgt Station 2105 Heliport",37.5055999755859,-86.8375015258789,540,"NA","US","US-KY","Hartford","no","0KY2",,"0KY2",,,
7263,"0KY3","heliport","Tennessee Gas Heliport",38.5614013671875,-83.9527969360352,604,"NA","US","US-KY","Load","no","0KY3",,"0KY3",,,
7264,"0KY4","small_airport","Cambron Field",37.5643997192383,-87.081901550293,427,"NA","US","US-KY","Owensboro","no","0KY4",,"0KY4",,,
7265,"0KY5","small_airport","Falin Landing Strip",36.8125,-86.375,600,"NA","US","US-KY","Bowling Green","no","0KY5",,"0KY5",,,
7266,"0KY6","heliport","Tennessee Gas Heliport",38.2682991027832,-82.5774993896484,560,"NA","US","US-KY","Burnaugh","no","0KY6",,"0KY6",,,
7267,"0KY7","small_airport","Clinton-Hickman County Airport",36.636100769043,-88.9985961914062,360,"NA","US","US-KY","Clinton","no","0KY7",,"0KY7",,,
7268,"0KY8","small_airport","Sky Airport",37.1171989440918,-83.7360992431641,850,"NA","US","US-KY","Manchester","no","0KY8",,"0KY8",,,
7269,"0KY9","heliport","Pine Mountain Aero Heliport",37.1136016845703,-82.803596496582,1300,"NA","US","US-KY","Whitesburg","no","0KY9",,"0KY9",,,
7270,"0L4","small_airport","Lida Junction Airport",37.4858016967773,-117.19100189209,4684,"NA","US","US-NV","Goldfield","no","0L4",,"0L4",,"http://en.wikipedia.org/wiki/Lida_Junction_Airport",
7271,"0L5","small_airport","Goldfield Airport",37.7179985046387,-117.237998962402,5680,"NA","US","US-NV","Goldfield","no","0L5",,"0L5",,"http://en.wikipedia.org/wiki/Goldfield_Airport",
7272,"0L6","heliport","Winn Parish Medical Center Heliport",31.9232006072998,-92.6456985473633,140,"NA","US","US-LA","Winnfield","no","0L6",,"0L6",,,
7273,"0LA0","heliport","West Hackberry Heliport",30.0084991455078,-93.4001998901367,10,"NA","US","US-LA","Hackberry","no","0LA0",,"0LA0",,,
7274,"0LA1","small_airport","Double H Ranch Airport",30.2294006347656,-90.9733963012695,15,"NA","US","US-LA","Gonzales","no","0LA1",,"0LA1",,,
7275,"0LA2","small_airport","Don Babin-Private Airport",30.2779998779297,-90.9632034301758,17,"NA","US","US-LA","Gonzales","no","0LA2",,"0LA2",,,
7276,"0LA3","small_airport","Belcher Airpatch Airport",32.7492980957031,-93.8734970092773,280,"NA","US","US-LA","Belcher","no","0LA3",,"0LA3",,,
7277,"0LA4","heliport","North Caddo Medical Center Heliport",32.8641014099121,-93.9889984130859,200,"NA","US","US-LA","Vivian","no","0LA4",,"0LA4",,,
7278,"0LA5","heliport","Conoco Inc Heliport",29.257999420166,-89.9636993408203,3,"NA","US","US-LA","Grand Isle","no","0LA5",,"0LA5",,,
7279,"0LA6","heliport","Freeport Sulphur Heliport",29.2586002349854,-89.9591979980469,3,"NA","US","US-LA","Grand Isle","no","0LA6",,"0LA6",,,
7280,"0LA7","heliport","Exxon Heliport",29.2558002471924,-89.9675979614258,6,"NA","US","US-LA","Grand Isle","no","0LA7",,"0LA7",,,
7281,"0LA8","heliport","Jackson Parish Hospital Heliport",32.2517013549805,-92.7127990722656,183,"NA","US","US-LA","Jonesboro","no","0LA8",,"0LA8",,,
7282,"0LA9","small_airport","Rebel Field",30.5862998962402,-90.8615036010742,74,"NA","US","US-LA","Watson","no","0LA9",,"0LA9",,,
7283,"0LL0","small_airport","Kaufield Airport",42.2647018432617,-88.7300033569336,783,"NA","US","US-IL","Belvidere","no","0LL0",,"0LL0",,,
7284,"0LL1","small_airport","Jerseyville Aviation Inc Airport",39.0942001342773,-90.3134002685547,604,"NA","US","US-IL","Jerseyville","no","0LL1",,"0LL1",,,
7285,"0LL2","small_airport","Murk's Strip",40.738899231,-90.3806991577,700,"NA","US","US-IL","St. Augustine","no","0LL2",,"0LL2",,,
7286,"0LL3","small_airport","Koenig Airport",39.0550003051758,-90.3421020507812,614,"NA","US","US-IL","Jerseyville","no","0LL3",,"0LL3",,,
7287,"0LL4","small_airport","Flaherty Field",41.4192008972168,-89.1231002807617,664,"NA","US","US-IL","La Salle","no","0LL4",,"0LL4",,,
7288,"0LL5","small_airport","Busboom RLA Restricted Landing Area",40.1100006104,-88.0783996582,675,"NA","US","US-IL","St Joseph","no","0LL5",,"0LL5",,,
7289,"0LL6","small_airport","Gord Airport",41.6983985900879,-88.6075973510742,710,"NA","US","US-IL","Sandwich","no","0LL6",,"0LL6",,,
7290,"0LL7","heliport","Hospital Heliport",41.6500015258789,-88.61669921875,670,"NA","US","US-IL","Sandwich","no","0LL7",,"0LL7",,,
7291,"0LL9","heliport","Savanna Army Depot Helipad",42.1833992004,-90.2556991577,650,"NA","US","US-IL","Savanna","no","0LL9",,"0LL9",,,
7292,"0LS0","small_airport","Theriot Field",29.7497005462646,-90.7358016967773,13,"NA","US","US-LA","Thibodaux","no","0LS0",,"0LS0",,,
7294,"0LS2","heliport","Evergreen Fourchon Heliport",29.1163997650146,-90.2022018432617,6,"NA","US","US-LA","Golden Meadow","no","0LS2",,"0LS2",,,
7295,"0LS3","heliport","Evergreen Venice Heliport",29.2966995239258,-89.374397277832,,"NA","US","US-LA","Venice","no","0LS3",,"0LS3",,,
7296,"0LS4","small_airport","Buller's Airstrip",30.8087005615234,-92.1880035400391,47,"NA","US","US-LA","Bunkie","no","0LS4",,"0LS4",,,
7297,"0LS5","small_airport","Trahan Ultralightport",30.3069000244141,-92.1297988891602,40,"NA","US","US-LA","Cankton","no","0LS5",,"0LS5",,,
